codi	Acumulado Ahorro	Prestamo Fondo 1	Acumulado Ahorro	Acumulado Empresa 5
5520	1181.19	0	2400
5526	577.5	0	1089
5527	560.17	0	1089
5654	629.5	0	1132
5751	599.04	0	1038
0001	1377.5	0	15000
2155	1120.09	0	1046
2178	689	0	1226
3680	594.37	0	572
4000	1140.62	0	335
4462	1033.72	0	309
4793	661.5	0	416
4842	572	0	1038
4892	642.89	0	381
5158	577.5	0	544
5251	0	0	941
5358	589.05	0	544
5384	643.12	0	594
5433	982.8	0	1782
5434	612.15	0	1089
5449	252	0	1382
5710	396	0	1172
2796	887.75	0	833
3001	981.5	0	617
3144	638.13	0	0
4676	983.09	0	637
4720	1223.25	0	708
4747	752.85	0	451
5061	1085.75	0	1013
5329	548.62	0	544
5369	611.1	0	594
5426	994.25	0	967
5575	594.82	0	1089
5596	636.3	0	1188
5819	187	0	240
1597	1382.69	0	0
3832	1020.32	0	731
4599	896.29	0	900
5539	995.19	0	2400
5801	1052.1	0	2400
5402	1007.47	0	941
2387	694.57	0	1248
2866	716.62	0	643
3348	915.7	0	355
4233	1137.7	0	2074
4577	1113.52	0	347
4885	752.32	0	450
4979	1057.97	0	988
5161	689.32	0	643
5298	689.32	0	643
5787	807.5	0	0
5805	712.5	0	110
4227	1233.17	0	363
4707	661.69	0	448
4760	1057.97	0	658
4994	648.95	0	572
5040	668.11	0	623
5160	954.45	0	891
5332	669.5	0	1226
5618	366	0	1312
5659	606	0	1132
5788	606	0	1132
5797	606	0	1132
5802	959.5	0	0
1992	1091.47	0	693
2989	1328.65	0	2481
3661	656.5	0	1226
3941	612.56	0	381
4565	438	0	1252
4865	390	0	1272
4995	612.56	0	572
5088	1219.57	0	1138
5456	648.9	0	1188
5498	707	0	1320
5676	552	0	1132
5712	558	0	1132
5773	606	0	1132
3759	1269.06	0	2369
4434	1018.5	0	330
5010	1103.42	0	1030
5078	1140.97	0	1087
5085	662.56	0	572
5264	1050.6	0	962
5367	648.9	0	594
5568	583.27	0	1089
5594	1085.75	0	2028
5625	648.9	0	1188
5731	606.5	0	1226
5733	606	0	1132
1167	1035.66	0	948
1452	937.12	0	5336
2596	882	0	1584
2960	665.82	0	0
3862	761.5	0	594
4506	763.26	0	708
4662	804.82	0	482
5304	661.5	0	594
5486	786.45	0	1386
5605	648.9	0	1188
5627	686.8	0	1283
5629	954.45	0	1782
5704	679	0	1320
5732	630	0	1132
2007	1420.97	0	1186
2114	932.4	0	792
2379	1322.63	0	971
3612	1140.68	0	0
4263	1043.25	0	283
4693	1308.54	0	0
4913	1563.9	0	875
5366	1423.8	0	1188
5473	1515.75	0	2404
5487	929	0	1508
5563	1186.5	0	1980
5585	743.92	0	1287
5593	1073.5	0	1792
5611	786.22	0	1287
5645	771.22	0	1287
5689	1434.75	0	2404
5693	772.5	0	1414
5703	734.5	0	1226
5721	924.52	0	1543
5748	708.5	0	111
5760	1130	0	1886
5767	1243	0	2074
5768	1243	0	2074
5807	891	0	170
5811	487.5	0	1504
5818	227.5	0	1616
0055	1147.77	0	993
3651	932.75	0	825
4245	1241.51	0	358
4689	1388.66	0	801
4937	852.08	0	754
5437	882	0	1584
5548	963	0	1698
4944	912.87	0	790
5002	860.22	0	854
5680	742.5	0	1414
1146	1030.2	0	1923
1673	1437.92	0	400
2255	1395.38	0	1156
4430	1181.41	0	986
4776	946.5	0	1698
5091	1096.12	0	931
5394	1073.5	0	896
5428	1154.35	0	938
5459	781.75	0	1386
5460	1186.5	0	1980
5474	1074.24	0	1931
5538	730.27	0	1287
5541	842.8	0	1386
5616	988.35	0	1782
5623	1437.92	0	2399
5778	763	0	1320
5803	891	0	378
5812	477	0	451
0798	915.6	0	1584
2282	972.82	0	842
3732	1241.1	0	1114
4100	854.14	0	726
4193	874.72	0	253
5363	1894.19	0	1500
5649	882	0	1584
5741	817.5	0	1414
5742	832.5	0	1414
4809	1511.45	0	1000
5642	1014.13	0	1972
1152	1186.5	0	1980
2639	1967.47	0	557
3045	1211.92	0	2023
3425	1112.1	0	839
4627	745.5	0	279
5072	1359.71	0	1094
5364	802.5	0	708
5388	1240	0	1886
5441	808	0	1508
5465	1225.87	0	1980
5509	836	0	2074
5553	965.15	0	1877
5606	690	0	1414
5619	0	0	1881
5647	1387.07	0	2315
5699	731	0	1320
5708	1101.75	0	1838
5743	791	0	1320
5792	1017	0	1698
5799	734.5	0	1226
0698	903.24	0	243
3410	747.49	0	623
4938	721.03	0	623
5167	654	0	1132
5172	771.22	0	643
5448	686.7	0	1188
5480	769.11	0	1436
5543	661.5	0	1188
5583	707.7	0	1188
5613	830.55	0	1386
5624	830.55	0	1386
5635	743.92	0	1287
5636	743.92	0	1287
5713	682.5	0	1226
5717	698	0	1132
5752	763	0	1320
0217	636.3	0	1188
3750	793.27	0	1368
4871	762.37	0	416
5458	565.95	0	1089
5580	700.87	0	1188
5663	775.68	0	1273
5781	544.5	0	1038
5796	574.29	0	1038
4684	636.3	0	1188
4800	652.47	0	451
5816	287	0	1640
5817	315	0	1320
0250	0	0	693
5036	795.16	0	728
5302	624.43	0	1436
5396	598.5	0	594
5640	771.75	0	1386
3071	771.75	0	693
5142	716.62	0	643
5205	830.55	0	693
5227	696.7	0	594
5401	870.49	0	718
5694	679	0	1320
5715	800.25	0	1368
5756	678	0	1132
5770	734.5	0	1226
5794	791	0	1320
5806	651	0	1320
3441	766.44	0	1584
5294	1178.1	0	1089
5798	624	0	1132
5318	689.32	0	643
5555	473.55	0	1089
5675	558	0	1132
5706	592	0	1132
0063	2806.85	0	19296
0975	6650	0	71162.27
5489	1815.75	0	3420
1702	860.1	0	1620
2641	1001.13	0	1071
2785	1226.4	0	3400
4099	755.43	0	1575
5288	702.58	0	788
5686	769.49	0	1575
5152	1051.2	0	990
5195	788.6	0	743
5671	750.9	0	1414
5730	907.9	0	1710
5771	788.65	0	1485
1659	709.71	0	1371
2067	860.45	0	540
2497	698.97	0	1371
4956	804.42	0	780
5285	1026.62	0	1007
5305	826.03	0	810
5565	713.77	0	1386
5589	748.78	0	1485
5590	736.54	0	1671
5726	740.64	0	1500
5735	728.1	0	1371
5736	728.1	0	1371
4962	1103.75	0	1040
5776	850.63	0	1697
5758	655.3	0	1286
5764	682.6	0	1286
1055	3033.95	0	24500
4661	2449.85	0	1538
4778	2007.3	0	1260
4997	2548.4	0	2400
4953	1600.8	0	1508
5696	1365.2	0	2571
5719	1137.65	0	2143
0155	952.3	0	1000
1567	4666.95	0	5500
1727	1603.25	0	14500
2024	1730.95	0	17400
2610	1603.25	0	13500
3430	2448.15	0	17400
4786	1805.55	0	1103
4790	1341.05	0	12148
5347	1216.35	0	1600
5518	1341.05	0	2457
0706	785.28	0	0
0970	1015.1	0	0
2002	835.3	0	0
2208	950.9	0	0
2453	728.26	0	0
2644	730.62	0	0
2862	1105.95	0	0
3585	658.05	0	0
3967	1092.9	0	0
4086	1031.03	0	0
4458	684.64	0	0
4813	1225.1	0	0
5056	975	0	0
5282	525.52	0	0
5399	678.03	0	0
5524	583.27	0	0
1640	774.36	0	0
2027	1214	0	0
2223	1190.75	0	0
2229	774.42	0	0
2234	1325.09	0	0
2339	736.02	0	0
2446	922.86	0	0
2454	1160.1	0	0
2697	1043.18	0	0
2770	1048.02	0	0
2773	764.4	0	0
2931	948.7	0	0
3098	723.45	0	0
3258	1026	0	0
3287	1179.68	0	0
3567	731.34	0	0
3654	1197.58	0	0
3811	908.46	0	0
3860	1048.32	0	0
4042	1284	0	0
4048	655.02	0	0
4076	1162.69	0	0
4078	1094.61	0	0
4084	1179.48	0	0
4576	1115.47	0	0
5084	0	0	0
5098	1061.97	0	0
5477	612.15	0	0
0132	1161.5	0	0
0276	1434.92	0	0
0417	1381.78	0	0
0433	833.25	0	0
0741	1279.67	0	0
1703	738.51	0	0
1707	1113.52	0	0
2087	1021.47	0	0
2535	681.34	0	0
3177	0	0	0
3704	689.32	0	0
3873	1113.52	0	0
4580	1052.92	0	0
4649	716.62	0	0
4872	668.11	0	0
4878	987.5	0	0
5062	695.25	0	0
5074	1101.67	0	0
5312	689.32	0	0
1199	1847.99	0	0
4157	522.5	0	0
2259	1002.42	0	0
4089	871.12	0	0
4653	877.18	0	0
4751	994.34	0	0
4853	668.11	0	0
5242	0	0	0
5323	901.42	0	0
5348	901.42	0	0
5698	909	0	0
0740	0	0	0
1595	808	0	0
1627	1049.89	0	0
2060	1141.7	0	0
2369	1064.17	0	0
2513	1042.12	0	0
3226	752.85	0	0
4219	1042.65	0	0
4247	636.82	0	0
4354	1510.42	0	0
4866	1128.75	0	0
4929	694.57	0	0
4935	0	0	0
5293	1020.07	0	0
5354	682.5	0	0
0272	1329.16	0	0
1367	367.5	0	0
1476	1179.09	0	0
2032	1285.73	0	0
2173	1311.7	0	0
2180	1264.52	0	0
2217	1284.21	0	0
2224	767.19	0	0
2236	1266.03	0	0
2237	724.17	0	0
3128	1223.61	0	0
3318	643.5	0	0
3511	769.11	0	0
3616	689.32	0	0
3668	767.19	0	0
3926	1157.62	0	0
4253	1119.08	0	0
5087	1113.52	0	0
5234	1233.17	0	0
5403	1239.87	0	0
5409	1233.17	0	0
5411	571.72	0	0
5496	713.56	0	0
5723	606	0	0
1368	1218.56	0	0
1901	1205.43	0	0
2168	1362.17	0	0
2230	1121.8	0	0
2358	1246.84	0	0
2687	1016.95	0	0
2951	1124.13	0	0
3031	1151.9	0	0
3038	859	0	0
3166	1242.3	0	0
3232	1521.02	0	0
3553	612.56	0	0
3565	624.69	0	0
3592	1121.8	0	0
3593	668.11	0	0
3662	769.11	0	0
3789	482.89	0	0
4533	695.49	0	0
5626	648.9	0	0
1068	1272.6	0	0
1323	1396.83	0	0
1572	1250.38	0	0
1615	1386.83	0	0
2201	730.27	0	0
2751	679	0	0
3274	883.32	0	0
3414	588.3	0	0
3595	656.82	0	0
4110	689.32	0	0
4343	1186.75	0	0
4357	612.56	0	0
4487	935.76	0	0
4717	691.95	0	0
4874	730.27	0	0
5064	724.17	0	0
5079	612.56	0	0
5435	1018.5	0	0
5438	1004.95	0	0
5444	0	0	0
5468	594.82	0	0
0302	1313.55	0	0
3563	824	0	0
3985	909.82	0	0
4542	741.12	0	0
5031	944	0	0
5100	790.65	0	0
5165	716.62	0	0
5508	661.5	0	0
5729	480	0	0
0115	1178.77	0	0
0323	1209.21	0	0
0679	1838.51	0	0
1149	1513.07	0	0
1547	988.63	0	0
2534	1235.73	0	0
3019	1647.39	0	0
3118	1440.75	0	0
3455	1211.26	0	0
3508	791.88	0	0
3989	1367.86	0	0
4501	1017	0	0
4828	612.15	0	0
5104	781.53	0	0
0030	1123.5	0	0
0360	1933.05	0	0
0379	1060.02	0	0
0483	855.36	0	0
0780	1157.58	0	0
0860	1831.5	0	0
0965	1921.67	0	0
2747	1199.88	0	0
2940	934.67	0	0
2947	1093.81	0	0
3007	1345.06	0	0
4552	1143.32	0	0
4267	1057.27	0	0
0909	992.44	0	0
2291	801.15	0	0
2515	831.67	0	0
0101	1412.5	0	0
0186	1130	0	0
0256	2110.33	0	0
0595	1411.02	0	0
0603	1085.09	0	0
0870	919.25	0	0
1296	1618.16	0	0
1884	1161.64	0	0
1913	797.49	0	0
2088	1130	0	0
3099	767.19	0	0
3378	1146.95	0	0
3623	1147.46	0	0
3724	1618.16	0	0
4246	1437.92	0	0
5429	1152.22	0	0
5540	1026	0	0
5666	927	0	0
0076	2006.69	0	0
0113	1188.64	0	0
0985	921.59	0	0
1317	1169.57	0	0
1506	617.5	0	0
1653	1082.37	0	0
2136	1058.93	0	0
2139	1383.9	0	0
2283	1288.38	0	0
2467	872	0	0
2531	1474.65	0	0
4436	781.53	0	0
4512	1560.88	0	0
5655	503.5	0	0
0057	874.12	0	0
0114	1239.33	0	0
4141	1073.74	0	0
0102	1589.52	0	0
0271	1589.52	0	0
2597	1018.1	0	0
2962	1979.87	0	0
4287	1245.82	0	0
5440	915.55	0	0
5564	801.15	0	0
5734	1017	0	0
5795	0	0	0
0676	834	0	0
1750	841.48	0	0
3235	787.74	0	0
3419	791	0	0
3935	613.65	0	0
4006	773.95	0	0
4279	752.85	0	0
4524	0	0	0
4815	747.49	0	0
5182	743.92	0	0
5533	0	0	0
0067	742.52	0	0
2166	811.99	0	0
2275	891.78	0	0
2414	936.34	0	0
2908	876.04	0	0
3164	723.78	0	0
3559	748.66	0	0
4578	864.64	0	0
4887	743.63	0	0
5621	1020.3	0	0
5813	451.5	0	0
0031	0	0	0
0649	927.15	0	0
2856	721.03	0	0
5620	961.81	0	0
3310	767.19	0	0
3591	678.72	0	0
3102	656.2	0	0
3604	816.82	0	0
3736	1116.96	0	0
4239	864.7	0	0
5138	354	0	0
5701	707	0	0
0004	1375.92	0	0
0245	1461.21	0	0
0793	1261.52	0	0
1610	1185.3	0	0
1951	1402.38	0	0
2335	762.99	0	0
2439	855	0	0
2716	1327.86	0	0
2884	57.36	0	0
2898	1095.99	0	0
3283	1181.16	0	0
3459	1168.65	0	0
4286	1081.73	0	0
5258	630	0	0
0260	2326.75	0	0
0801	1410.75	0	0
0979	10144.85	0	0
1091	1668.3	0	0
1709	1806.6	0	0
1975	1856.65	0	0
2344	1453.45	0	0
2642	1449.2	0	0
3088	1471.7	0	0
3681	1774.75	0	0
4016	1361.6	0	0
5122	949.48	0	0
5431	1839.85	0	0
0372	2141.25	0	0
0952	1365.2	0	0
2366	1365.2	0	0
0235	1576.8	0	0
0894	2078.9	0	0
3003	682.6	0	0
3211	1644.6	0	0
5310	725.51	0	0
5772	575.27	0	0
5804	287.63	0	0
0684	974.1	0	0
1521	1471.7	0	0
2273	1079.25	0	0
3176	780.92	0	0
3802	814.02	0	0
4205	1107.8	0	0
4732	908.05	0	0
4863	884	0	0
4889	836.38	0	0
5343	794.83	0	0
0321	1029.35	0	0
0402	1580.45	0	0
1312	3010.75	0	0
2005	974.65	0	0
2938	2007.3	0	0
2948	792.4	0	0
5499	702.73	0	0
1122	757.7	0	0
2227	682.6	0	0
3126	682.6	0	0
4518	796.4	0	0
5490	655.3	0	0
5746	682.6	0	0
0285	2107.9	0	0
0369	4659.98	0	0
2297	2450.3	0	0
4291	1529.25	0	0
4690	1856.6	0	0
4891	1856.6	0	0
4908	3049	0	0
5187	1365.2	0	0
5532	1363.16	0	0
5785	1365.2	0	0
0061	1278.45	0	0
0205	1263.95	0	0
0583	652.55	0	0
1412	1505.75	0	0
1575	1365.2	0	0
2008	903.3	0	0
2932	1263.95	0	0
3507	840.95	0	0
5560	910.15	0	0
5638	0	0	0
5739	1137.65	0	0
0119	636.7	0	0
0123	5063.2	0	0
0160	2991.95	0	0
0163	4764.8	0	0
0253	4315.85	0	0
0359	7943.55	0	0
0854	2000.8	0	0
1914	2937.9	0	0
1943	2114.55	0	0
1988	0	0	0
1996	4937.7	0	0
2704	5153.65	0	0
2827	2937.9	0	0
3362	1169.55	0	0
3538	1306.7	0	0
3858	2114.55	0	0
3916	1169.55	0	0
3921	5153.65	0	0
4055	2000.8	0	0
4382	2114.9	0	0
4480	1134.8	0	0
4768	1444.65	0	0
4782	1871.3	0	0
4969	1341.05	0	0
5157	1169.55	0	0
5173	3952.45	0	0
5191	2663.6	0	0
5272	2690	0	0
5702	935.65	0	0
